Gabor_feature_0,Gabor_feature_1,Gabor_feature_2,Gabor_feature_3,Gabor_feature_4,Gabor_feature_5,Gabor_feature_6,Gabor_feature_7,Gabor_feature_8,Gabor_feature_9,Gabor_feature_10,Gabor_feature_11,Gabor_feature_12,Gabor_feature_13,Gabor_feature_14,Gabor_feature_15,Gabor_feature_16,Gabor_feature_17,Gabor_feature_18,Gabor_feature_19,Gabor_feature_20,Gabor_feature_21,Gabor_feature_22,Gabor_feature_23,Gabor_feature_24,Gabor_feature_25,Gabor_feature_26,Gabor_feature_27,Gabor_feature_28,Gabor_feature_29,Gabor_feature_30,Gabor_feature_31,Gabor_feature_32,Gabor_feature_33,Gabor_feature_34,Gabor_feature_35,Gabor_feature_36,Gabor_feature_37,Gabor_feature_38,Gabor_feature_39,Gabor_feature_40,Gabor_feature_41,Gabor_feature_42,Gabor_feature_43,Gabor_feature_44,Gabor_feature_45,Gabor_feature_46,Gabor_feature_47,Gabor_feature_48,Gabor_feature_49,Gabor_feature_50,Gabor_feature_51,Gabor_feature_52,Gabor_feature_53,Gabor_feature_54,Gabor_feature_55,Gabor_feature_56,Gabor_feature_57,Gabor_feature_58,Gabor_feature_59,Gabor_feature_60,Gabor_feature_61,Gabor_feature_62,Gabor_feature_63,label
1.001,inf,0.0,inf,0.922,inf,0.0,inf,2.525,inf,0.0,inf,1.2,inf,0.0,inf,0.7056,inf,0.0,63460.0,0.484,inf,0.0,43550.0,1.452,inf,0.0,inf,0.7866,inf,0.0,inf,0.4595,inf,0.0,41340.0,0.3699,inf,0.0,33280.0,0.9453,inf,0.0,inf,0.4817,inf,0.0,43360.0,0.955,inf,1.0,inf,0.1584,0.554,0.0,14270.0,1.221,inf,1.0,inf,0.1663,0.666,0.0,14980.0,keyboard
2.766,inf,0.0,inf,1.128,inf,0.0,inf,3.809,inf,1.414,inf,0.756,inf,0.0,inf,1.639,inf,0.0,inf,0.533,inf,0.0,48000.0,2.137,inf,0.0,inf,0.3413,inf,0.0,30720.0,0.7637,inf,0.0,inf,0.255,inf,0.0,22930.0,1.085,inf,0.0,inf,0.1868,0.68,0.0,16800.0,0.6274,inf,0.0,56480.0,0.06995,0.3364,0.0,6292.0,0.7627,inf,0.0,inf,0.06094,0.2961,0.0,5490.0,monitor
0.6333,inf,0.0,57000.0,0.89,inf,0.0,inf,0.52,inf,0.0,46820.0,1.77,inf,0.0,inf,0.299,inf,0.0,26930.0,0.482,inf,0.0,43360.0,0.2922,inf,0.0,26320.0,0.815,inf,0.0,inf,0.1864,inf,0.0,16780.0,0.3157,inf,0.0,28400.0,0.1895,inf,0.0,17040.0,0.4104,inf,0.0,36930.0,0.749,inf,1.0,inf,0.2122,inf,0.0,19100.0,0.695,0.808,1.0,62500.0,0.1915,0.8066,0.0,17250.0,mouse
0.4802,inf,0.0,43200.0,1.745,inf,0.0,inf,1.731,inf,0.0,inf,0.3884,inf,0.0,34980.0,0.2266,0.8115,0.0,20400.0,0.841,inf,0.0,inf,1.001,inf,0.0,inf,0.2522,inf,0.0,22690.0,0.1232,0.675,0.0,11096.0,0.426,inf,0.0,38340.0,0.641,inf,0.0,57700.0,0.2272,inf,0.0,20450.0,0.708,0.5557,1.0,63680.0,0.0849,0.4497,0.0,7640.0,0.8384,inf,1.0,inf,0.0696,0.351,0.0,6264.0,backpack
1.288,inf,0.0,inf,0.5967,inf,0.0,53700.0,1.242,inf,0.0,inf,3.29,inf,1.0,inf,0.6147,inf,0.0,55360.0,0.2996,inf,0.0,26960.0,0.657,inf,0.0,59140.0,1.717,inf,0.0,inf,0.3264,inf,0.0,29390.0,0.154,inf,0.0,13864.0,0.3403,inf,0.0,30660.0,0.8975,inf,0.0,inf,0.6914,inf,1.0,62200.0,0.1301,0.539,0.0,11710.0,0.7207,inf,1.0,64830.0,0.3054,inf,0.0,27490.0,mouse
0.642,inf,0.0,57820.0,0.865,inf,0.0,inf,2.236,inf,0.0,inf,0.961,inf,0.0,inf,0.444,inf,0.0,39940.0,0.3953,inf,0.0,35600.0,1.56,inf,0.0,inf,0.566,inf,0.0,50940.0,0.258,inf,0.0,23220.0,0.2642,inf,0.0,23780.0,1.058,inf,0.0,inf,0.323,inf,0.0,29070.0,0.858,inf,1.0,inf,0.1678,0.802,0.0,15096.0,1.187,inf,1.0,inf,0.177,0.7764,0.0,15940.0,keyboard
2.3,inf,0.0,inf,2.986,inf,1.0,inf,1.769,inf,0.0,inf,1.211,inf,0.0,inf,1.275,inf,0.0,inf,1.792,inf,0.0,inf,0.9443,inf,0.0,inf,0.639,inf,0.0,57500.0,0.639,inf,0.0,57540.0,0.897,inf,0.0,inf,0.4885,inf,0.0,43970.0,0.364,inf,0.0,32770.0,0.81,inf,1.0,inf,0.1317,0.5234,0.0,11860.0,0.7607,inf,1.0,inf,0.08856,0.393,0.0,7972.0,headphones
3.05,inf,1.0,inf,2.742,inf,0.0,inf,2.713,inf,0.0,inf,1.436,inf,0.0,inf,2.164,inf,0.0,inf,1.837,inf,0.0,inf,2.365,inf,0.0,inf,1.255,inf,0.0,inf,1.289,inf,0.0,inf,1.074,inf,0.0,inf,1.716,inf,0.0,inf,0.884,inf,0.0,inf,1.048,inf,1.0,inf,0.2085,0.59,0.0,18770.0,1.141,inf,1.0,inf,0.1956,0.541,0.0,17620.0,calculator
1.353,inf,0.0,inf,0.8022,inf,0.0,inf,0.971,inf,0.0,inf,2.338,inf,0.0,inf,0.613,inf,0.0,55170.0,0.4412,inf,0.0,39680.0,0.5195,inf,0.0,46720.0,1.284,inf,0.0,inf,0.31,inf,0.0,27900.0,0.1978,inf,0.0,17800.0,0.25,inf,0.0,22500.0,0.686,inf,0.0,61730.0,0.8022,inf,1.0,inf,0.1046,0.4941,0.0,9416.0,0.769,inf,1.0,inf,0.1959,inf,0.0,17650.0,mouse
2.223,inf,0.0,inf,1.913,inf,0.0,inf,1.877,inf,0.0,inf,2.115,inf,0.0,inf,1.387,inf,0.0,inf,1.136,inf,0.0,inf,0.9854,inf,0.0,inf,1.074,inf,0.0,inf,0.7383,inf,0.0,inf,0.636,inf,0.0,57280.0,0.5503,inf,0.0,49540.0,0.5884,inf,0.0,53000.0,1.041,inf,1.0,inf,0.3193,inf,0.0,28750.0,0.996,inf,1.0,inf,0.266,inf,0.0,23950.0,headphones
0.531,inf,0.0,47780.0,1.272,inf,0.0,inf,2.47,inf,0.0,inf,0.549,inf,0.0,49400.0,0.4387,inf,0.0,39500.0,1.133,inf,0.0,inf,1.899,inf,0.0,inf,0.3462,inf,0.0,31140.0,0.308,inf,0.0,27730.0,0.9653,inf,0.0,inf,0.972,inf,0.0,inf,0.2456,0.7886,0.0,22110.0,0.926,inf,1.0,inf,0.3684,inf,0.0,33150.0,1.176,inf,1.0,inf,0.2086,0.659,0.0,18780.0,keyboard
2.678,inf,1.0,inf,4.523,inf,3.162,inf,3.832,inf,2.236,inf,4.16,inf,2.0,inf,1.766,inf,0.0,inf,2.777,inf,1.0,inf,2.668,inf,1.0,inf,2.432,inf,0.0,inf,1.068,inf,0.0,inf,1.752,inf,0.0,inf,1.499,inf,0.0,inf,1.608,inf,0.0,inf,0.9297,inf,1.0,inf,0.5605,inf,0.0,50430.0,1.026,inf,1.0,inf,0.522,inf,0.0,46940.0,calculator
1.145,inf,0.0,inf,0.917,inf,0.0,inf,2.303,inf,0.0,inf,0.834,inf,0.0,inf,0.632,inf,0.0,56860.0,0.417,inf,0.0,37540.0,1.221,inf,0.0,inf,0.3887,inf,0.0,34980.0,0.3425,inf,0.0,30830.0,0.2617,inf,0.0,23550.0,0.6553,inf,0.0,58980.0,0.1906,inf,0.0,17150.0,0.856,inf,1.0,inf,0.05414,0.3433,0.0,4870.0,0.9277,inf,1.0,inf,0.04526,0.2744,0.0,4074.0,projector
0.4673,inf,0.0,42050.0,0.6016,inf,0.0,54140.0,1.218,inf,0.0,inf,1.499,inf,0.0,inf,0.2109,inf,0.0,18990.0,0.325,inf,0.0,29230.0,0.617,inf,0.0,55580.0,0.855,inf,0.0,inf,0.10486,0.768,0.0,9440.0,0.2028,inf,0.0,18240.0,0.3867,inf,0.0,34800.0,0.535,inf,0.0,48200.0,0.747,inf,1.0,inf,0.0931,0.5317,0.0,8376.0,0.862,inf,1.0,inf,0.1584,0.716,0.0,14264.0,mouse
1.651,inf,0.0,inf,1.62,inf,0.0,inf,1.543,inf,0.0,inf,1.291,inf,0.0,inf,1.134,inf,0.0,inf,1.003,inf,0.0,inf,1.322,inf,0.0,inf,1.091,inf,0.0,inf,0.689,inf,0.0,61980.0,0.659,inf,0.0,59330.0,1.069,inf,0.0,inf,0.7197,inf,0.0,64770.0,1.024,inf,1.0,inf,0.2551,inf,0.0,22940.0,1.255,inf,1.0,inf,0.2527,inf,0.0,22740.0,mug
1.622,inf,1.0,inf,0.586,inf,0.0,52770.0,2.994,inf,2.236,inf,0.702,inf,0.0,63200.0,1.4795,inf,0.0,inf,0.538,inf,0.0,48420.0,3.184,inf,1.414,inf,0.559,inf,0.0,50270.0,1.202,inf,0.0,inf,0.3726,inf,0.0,33540.0,2.297,inf,0.0,inf,0.3845,inf,0.0,34620.0,0.996,inf,1.0,inf,0.2009,0.5923,0.0,18100.0,1.358,inf,1.0,inf,0.1914,0.5874,0.0,17230.0,calculator
3.305,inf,2.0,inf,1.373,inf,0.0,inf,2.693,inf,0.0,inf,1.373,inf,0.0,inf,2.42,inf,0.0,inf,0.777,inf,0.0,inf,1.565,inf,0.0,inf,0.874,inf,0.0,inf,1.198,inf,0.0,inf,0.3774,inf,0.0,34000.0,0.907,inf,0.0,inf,0.4146,inf,0.0,37300.0,0.9443,inf,1.0,inf,0.12256,0.6133,0.0,11030.0,0.921,inf,1.0,inf,0.1267,0.642,0.0,11410.0,mug
2.645,inf,0.0,inf,1.475,inf,0.0,inf,2.01,inf,0.0,inf,1.339,inf,0.0,inf,1.486,inf,0.0,inf,0.708,inf,0.0,63700.0,1.067,inf,0.0,inf,0.6387,inf,0.0,57470.0,0.819,inf,0.0,inf,0.3145,inf,0.0,28290.0,0.5347,inf,0.0,48130.0,0.301,inf,0.0,27090.0,0.7896,inf,1.0,inf,0.0666,0.3855,0.0,5990.0,0.7017,inf,1.0,63200.0,0.06232,0.35,0.0,5610.0,backpack
1.414,inf,0.0,inf,1.004,inf,0.0,inf,2.154,inf,0.0,inf,0.8403,inf,0.0,inf,0.959,inf,0.0,inf,0.596,inf,0.0,53660.0,1.371,inf,0.0,inf,0.5264,inf,0.0,47330.0,0.605,inf,0.0,54430.0,0.3208,inf,0.0,28860.0,0.762,inf,0.0,inf,0.2913,inf,0.0,26220.0,0.801,inf,1.0,inf,0.0742,0.4324,0.0,6676.0,0.8,inf,1.0,inf,0.0736,0.41,0.0,6624.0,projector
0.673,inf,0.0,60540.0,0.5537,inf,0.0,49820.0,2.566,inf,0.0,inf,0.562,inf,0.0,50560.0,0.4612,inf,0.0,41470.0,0.321,inf,0.0,28880.0,1.365,inf,0.0,inf,0.339,inf,0.0,30530.0,0.241,inf,0.0,21680.0,0.1569,inf,0.0,14120.0,0.896,inf,0.0,inf,0.1704,inf,0.0,15336.0,0.706,0.6987,1.0,63550.0,0.03732,0.274,0.0,3360.0,0.9683,inf,1.0,inf,0.03915,0.2937,0.0,3526.0,projector
0.993,inf,0.0,inf,0.9307,inf,0.0,inf,2.418,inf,0.0,inf,0.7397,inf,0.0,inf,0.5728,inf,0.0,51520.0,0.614,inf,0.0,55230.0,1.538,inf,0.0,inf,0.4216,inf,0.0,37950.0,0.2666,inf,0.0,23980.0,0.394,inf,0.0,35460.0,1.184,inf,0.0,inf,0.3174,inf,0.0,28560.0,0.7085,0.722,1.0,63740.0,0.0849,0.4485,0.0,7640.0,0.9297,inf,1.0,inf,0.07367,0.3652,0.0,6630.0,projector
1.509,inf,0.0,inf,0.822,inf,0.0,inf,0.9795,inf,0.0,inf,2.148,inf,0.0,inf,0.6396,inf,0.0,57540.0,0.401,inf,0.0,36060.0,0.5063,inf,0.0,45570.0,1.121,inf,0.0,inf,0.3176,inf,0.0,28590.0,0.1759,inf,0.0,15820.0,0.2327,inf,0.0,20940.0,0.61,inf,0.0,54900.0,0.691,inf,1.0,62180.0,0.10443,0.5156,0.0,9400.0,0.625,0.7866,1.0,56300.0,0.1935,inf,0.0,17400.0,mouse
1.704,inf,0.0,inf,0.533,inf,0.0,47970.0,1.886,inf,0.0,inf,0.5195,inf,0.0,46750.0,0.77,inf,0.0,inf,0.155,0.8438,0.0,13960.0,0.9062,inf,0.0,inf,0.1549,0.8433,0.0,13944.0,0.4192,inf,0.0,37760.0,0.05078,0.4353,0.0,4570.0,0.556,inf,0.0,50050.0,0.05057,0.433,0.0,4550.0,0.7627,inf,1.0,inf,0.01842,0.171,0.0,1658.0,0.8203,inf,1.0,inf,0.01762,0.1714,0.0,1586.0,monitor
1.756,inf,0.0,inf,0.582,inf,0.0,52380.0,3.672,inf,1.414,inf,0.5674,inf,0.0,51070.0,1.31,inf,0.0,inf,0.5566,inf,0.0,50080.0,2.61,inf,0.0,inf,0.5674,inf,0.0,51070.0,0.9414,inf,0.0,inf,0.5396,inf,0.0,48580.0,1.859,inf,0.0,inf,0.4443,inf,0.0,39970.0,0.776,inf,0.0,inf,0.2042,0.8115,0.0,18380.0,0.919,inf,1.0,inf,0.1823,0.732,0.0,16400.0,laptop
0.9873,inf,0.0,inf,0.853,inf,0.0,inf,1.038,inf,0.0,inf,0.6113,inf,0.0,55000.0,0.466,inf,0.0,41950.0,0.4392,inf,0.0,39550.0,0.5034,inf,0.0,45280.0,0.297,inf,0.0,26750.0,0.1992,inf,0.0,17940.0,0.2039,inf,0.0,18350.0,0.2537,inf,0.0,22850.0,0.1433,inf,0.0,12904.0,0.1015,0.466,0.0,9140.0,0.02975,0.2367,0.0,2678.0,0.10846,0.4802,0.0,9760.0,0.02242,0.2028,0.0,2018.0,mug
2.744,inf,0.0,inf,2.92,inf,0.0,inf,2.807,inf,0.0,inf,2.81,inf,0.0,inf,1.606,inf,0.0,inf,1.719,inf,0.0,inf,1.678,inf,0.0,inf,1.591,inf,0.0,inf,0.9673,inf,0.0,inf,1.025,inf,0.0,inf,0.9746,inf,0.0,inf,0.8203,inf,0.0,inf,1.225,inf,1.0,inf,0.5005,inf,0.0,45020.0,1.231,inf,1.0,inf,0.443,inf,0.0,39870.0,bike
1.43,inf,0.0,inf,0.7554,inf,0.0,inf,1.6875,inf,0.0,inf,2.17,inf,0.0,inf,0.7007,inf,0.0,63070.0,0.3293,inf,0.0,29650.0,0.7637,inf,0.0,inf,1.047,inf,0.0,inf,0.3896,inf,0.0,35070.0,0.1692,inf,0.0,15224.0,0.3784,inf,0.0,34050.0,0.4966,inf,0.0,44640.0,0.5425,0.84,0.0,48830.0,0.05527,0.3176,0.0,4972.0,0.5386,0.7944,0.0,48480.0,0.08734,0.4478,0.0,7856.0,mouse
1.01,inf,0.0,inf,0.8105,inf,0.0,inf,2.03,inf,0.0,inf,0.7344,inf,0.0,inf,0.5376,inf,0.0,48350.0,0.3762,inf,0.0,33820.0,1.095,inf,0.0,inf,0.351,inf,0.0,31580.0,0.3203,inf,0.0,28830.0,0.2307,inf,0.0,20770.0,0.623,inf,0.0,56060.0,0.1794,inf,0.0,16150.0,0.9653,inf,1.0,inf,0.1048,0.656,0.0,9430.0,1.042,inf,1.0,inf,0.0842,0.4941,0.0,7580.0,projector
4.785,inf,3.0,inf,1.87,inf,0.0,inf,3.94,inf,2.0,inf,1.532,inf,0.0,inf,3.467,inf,1.414,inf,2.07,inf,0.0,inf,3.424,inf,0.0,inf,1.739,inf,0.0,inf,2.55,inf,0.0,inf,1.578,inf,0.0,inf,2.947,inf,0.0,inf,1.421,inf,0.0,inf,1.515,inf,1.0,inf,0.5425,inf,0.0,48800.0,1.778,inf,1.0,inf,0.53,inf,0.0,47680.0,calculator
0.6675,inf,0.0,60060.0,0.2299,0.556,0.0,20690.0,1.386,inf,0.0,inf,0.2313,0.6123,0.0,20820.0,1.964,inf,0.0,inf,0.7515,inf,0.0,inf,2.719,inf,0.0,inf,0.757,inf,0.0,inf,1.844,inf,0.0,inf,0.4668,inf,0.0,42000.0,2.424,inf,0.0,inf,0.414,inf,0.0,37250.0,1.383,inf,1.0,inf,0.1492,0.4763,0.0,13420.0,1.671,inf,1.0,inf,0.1411,0.4565,0.0,12696.0,keyboard
3.102,inf,1.414,inf,1.996,inf,1.0,inf,5.395,inf,4.125,inf,2.334,inf,1.414,inf,1.73,inf,0.0,inf,1.414,inf,0.0,inf,3.512,inf,1.414,inf,1.338,inf,0.0,inf,1.128,inf,0.0,inf,0.733,inf,0.0,inf,2.104,inf,0.0,inf,0.688,inf,0.0,61860.0,0.4902,inf,0.0,44100.0,0.0708,0.3035,0.0,6376.0,0.6997,inf,0.0,62980.0,0.06964,0.2905,0.0,6268.0,monitor
1.945,inf,0.0,inf,1.74,inf,0.0,inf,4.984,inf,4.0,inf,1.746,inf,1.0,inf,1.712,inf,0.0,inf,1.391,inf,0.0,inf,3.643,inf,1.0,inf,1.409,inf,0.0,inf,1.5625,inf,0.0,inf,1.199,inf,0.0,inf,2.648,inf,0.0,inf,1.182,inf,0.0,inf,1.6875,inf,1.0,inf,0.785,inf,0.0,inf,1.932,inf,1.0,inf,0.767,inf,0.0,inf,projector
0.5254,inf,0.0,47260.0,0.5654,inf,0.0,50880.0,1.141,inf,0.0,inf,1.759,inf,0.0,inf,0.232,inf,0.0,20880.0,0.246,inf,0.0,22140.0,0.539,inf,0.0,48480.0,0.7856,inf,0.0,inf,0.1051,0.7666,0.0,9460.0,0.1061,0.833,0.0,9550.0,0.2378,inf,0.0,21400.0,0.3508,inf,0.0,31570.0,0.711,0.6504,1.0,63940.0,0.04688,0.34,0.0,4220.0,0.75,inf,1.0,inf,0.07886,0.4895,0.0,7100.0,mouse
0.4766,inf,0.0,42880.0,0.8853,inf,0.0,inf,2.16,inf,0.0,inf,0.64,inf,0.0,57600.0,0.2338,inf,0.0,21040.0,0.478,inf,0.0,43000.0,1.331,inf,0.0,inf,0.3647,inf,0.0,32800.0,0.11316,0.685,0.0,10184.0,0.2413,inf,0.0,21710.0,0.758,inf,0.0,inf,0.2086,inf,0.0,18770.0,0.7764,inf,1.0,inf,0.0501,0.3254,0.0,4508.0,0.924,inf,1.0,inf,0.05142,0.3186,0.0,4630.0,mug
2.322,inf,0.0,inf,2.625,inf,0.0,inf,2.877,inf,0.0,inf,2.537,inf,0.0,inf,1.386,inf,0.0,inf,1.588,inf,0.0,inf,1.807,inf,0.0,inf,1.419,inf,0.0,inf,0.83,inf,0.0,inf,0.9565,inf,0.0,inf,1.108,inf,0.0,inf,0.806,inf,0.0,inf,1.18,inf,1.0,inf,0.412,inf,0.0,37100.0,1.2705,inf,1.0,inf,0.3796,inf,0.0,34180.0,bike
2.854,inf,1.0,inf,1.746,inf,1.0,inf,1.993,inf,0.0,inf,2.01,inf,1.0,inf,1.559,inf,0.0,inf,0.9536,inf,0.0,inf,1.171,inf,0.0,inf,1.118,inf,0.0,inf,0.82,inf,0.0,inf,0.474,inf,0.0,42660.0,0.519,inf,0.0,46720.0,0.5264,inf,0.0,47400.0,0.6255,inf,0.0,56300.0,0.1192,0.5337,0.0,10740.0,0.5083,inf,0.0,45700.0,0.12024,0.525,0.0,10830.0,backpack
3.41,inf,1.414,inf,1.782,inf,1.0,inf,4.27,inf,2.0,inf,1.669,inf,0.0,inf,2.002,inf,0.0,inf,0.9565,inf,0.0,inf,2.617,inf,0.0,inf,0.994,inf,0.0,inf,1.105,inf,0.0,inf,0.5186,inf,0.0,46700.0,1.561,inf,0.0,inf,0.541,inf,0.0,48700.0,0.7847,inf,1.0,inf,0.1333,0.4841,0.0,12000.0,0.902,inf,1.0,inf,0.1353,0.4797,0.0,12180.0,monitor
4.86,inf,3.162,inf,1.025,inf,0.0,inf,3.45,inf,1.0,inf,1.057,inf,0.0,inf,3.305,inf,2.0,inf,0.644,inf,0.0,57920.0,2.955,inf,1.0,inf,0.6753,inf,0.0,60770.0,1.919,inf,0.0,inf,0.4585,inf,0.0,41250.0,2.234,inf,0.0,inf,0.476,inf,0.0,42850.0,1.174,inf,1.0,inf,0.2068,0.5083,0.0,18600.0,2.127,inf,1.0,inf,0.2068,0.508,0.0,18610.0,monitor
2.42,inf,0.0,inf,1.721,inf,0.0,inf,1.542,inf,0.0,inf,1.973,inf,0.0,inf,1.334,inf,0.0,inf,1.062,inf,0.0,inf,0.9023,inf,0.0,inf,0.9355,inf,0.0,inf,0.664,inf,0.0,59780.0,0.595,inf,0.0,53600.0,0.544,inf,0.0,48960.0,0.462,inf,0.0,41570.0,0.92,inf,1.0,inf,0.1763,0.6846,0.0,15864.0,0.88,inf,1.0,inf,0.1604,0.6406,0.0,14430.0,headphones
1.082,inf,0.0,inf,1.327,inf,0.0,inf,2.295,inf,0.0,inf,1.333,inf,0.0,inf,0.701,inf,0.0,63100.0,0.71,inf,0.0,63870.0,1.238,inf,0.0,inf,0.6636,inf,0.0,59700.0,0.4417,inf,0.0,39740.0,0.6006,inf,0.0,54050.0,0.936,inf,0.0,inf,0.4885,inf,0.0,43970.0,0.826,inf,1.0,inf,0.1664,0.613,0.0,14970.0,1.021,inf,1.0,inf,0.1597,0.5767,0.0,14370.0,projector
1.141,inf,0.0,inf,0.9604,inf,0.0,inf,1.24,inf,0.0,inf,0.9473,inf,0.0,inf,0.99,inf,0.0,inf,0.999,inf,0.0,inf,0.8887,inf,0.0,inf,0.901,inf,0.0,inf,0.688,inf,0.0,61900.0,0.639,inf,0.0,57540.0,0.654,inf,0.0,58850.0,0.5435,inf,0.0,48900.0,0.9917,inf,1.0,inf,0.17,0.614,0.0,15290.0,0.928,inf,1.0,inf,0.1664,0.6123,0.0,14970.0,mug
2.527,inf,0.0,inf,1.385,inf,0.0,inf,2.775,inf,1.0,inf,1.593,inf,0.0,inf,1.325,inf,0.0,inf,0.8833,inf,0.0,inf,1.549,inf,0.0,inf,0.9976,inf,0.0,inf,0.6504,inf,0.0,58530.0,0.4485,inf,0.0,40350.0,0.84,inf,0.0,inf,0.4065,inf,0.0,36580.0,0.7627,inf,1.0,inf,0.1283,0.6167,0.0,11544.0,0.8394,inf,1.0,inf,0.10876,0.5054,0.0,9784.0,mug
1.061,inf,0.0,inf,1.317,inf,0.0,inf,2.28,inf,0.0,inf,0.889,inf,0.0,inf,0.865,inf,0.0,inf,0.869,inf,0.0,inf,1.367,inf,0.0,inf,0.637,inf,0.0,57340.0,0.694,inf,0.0,62430.0,0.4648,inf,0.0,41820.0,0.77,inf,0.0,inf,0.3474,inf,0.0,31260.0,0.8525,inf,1.0,inf,0.162,0.728,0.0,14584.0,0.862,inf,1.0,inf,0.1444,0.631,0.0,13000.0,projector
0.7705,inf,0.0,inf,0.844,inf,0.0,inf,1.486,inf,0.0,inf,1.849,inf,0.0,inf,0.3535,inf,0.0,31800.0,0.3684,inf,0.0,33150.0,0.7856,inf,0.0,inf,0.9526,inf,0.0,inf,0.1656,inf,0.0,14904.0,0.1823,inf,0.0,16400.0,0.4304,inf,0.0,38720.0,0.4814,inf,0.0,43330.0,0.7974,inf,1.0,inf,0.0695,0.402,0.0,6256.0,0.884,inf,1.0,inf,0.1227,0.7104,0.0,11040.0,mouse
2.736,inf,0.0,inf,0.9805,inf,0.0,inf,0.863,inf,0.0,inf,1.041,inf,0.0,inf,1.638,inf,0.0,inf,0.5645,inf,0.0,50850.0,0.5303,inf,0.0,47680.0,0.572,inf,0.0,51460.0,1.0205,inf,0.0,inf,0.3289,inf,0.0,29580.0,0.2976,inf,0.0,26800.0,0.3394,inf,0.0,30530.0,0.9897,inf,1.0,inf,0.1158,0.5605,0.0,10420.0,0.716,inf,1.0,64420.0,0.12036,0.612,0.0,10830.0,mouse
2.08,inf,0.0,inf,1.959,inf,0.0,inf,1.381,inf,0.0,inf,1.176,inf,0.0,inf,1.202,inf,0.0,inf,1.176,inf,0.0,inf,0.7305,inf,0.0,inf,0.705,inf,0.0,63420.0,0.7407,inf,0.0,inf,0.65,inf,0.0,58430.0,0.3965,inf,0.0,35650.0,0.36,inf,0.0,32420.0,1.022,inf,1.0,inf,0.2173,inf,0.0,19550.0,0.9287,inf,1.0,inf,0.1615,0.696,0.0,14520.0,headphones
1.581,inf,0.0,inf,0.381,inf,0.0,34300.0,2.387,inf,1.0,inf,0.3862,inf,0.0,34750.0,1.319,inf,0.0,inf,0.645,inf,0.0,58020.0,1.915,inf,0.0,inf,0.4497,inf,0.0,40480.0,1.231,inf,0.0,inf,0.4268,inf,0.0,38430.0,1.275,inf,0.0,inf,0.336,inf,0.0,30260.0,0.9077,inf,1.0,inf,0.131,0.577,0.0,11800.0,1.079,inf,1.0,inf,0.1083,0.4622,0.0,9740.0,laptop
2.824,inf,1.0,inf,1.598,inf,0.0,inf,1.752,inf,0.0,inf,1.255,inf,0.0,inf,1.74,inf,0.0,inf,0.8125,inf,0.0,inf,0.972,inf,0.0,inf,0.7437,inf,0.0,inf,1.071,inf,0.0,inf,0.4873,inf,0.0,43870.0,0.657,inf,0.0,59170.0,0.4622,inf,0.0,41570.0,1.147,inf,1.0,inf,0.2393,inf,0.0,21540.0,0.8755,inf,1.0,inf,0.2434,inf,0.0,21900.0,backpack
0.5146,inf,0.0,46300.0,0.1885,0.582,0.0,16960.0,0.472,inf,0.0,42460.0,0.2404,0.801,0.0,21650.0,0.4214,inf,0.0,37920.0,0.09375,0.428,0.0,8440.0,0.404,inf,0.0,36350.0,0.1562,0.73,0.0,14056.0,0.2742,inf,0.0,24660.0,0.0606,0.39,0.0,5452.0,0.242,inf,0.0,21780.0,0.0899,0.5537,0.0,8092.0,0.9316,inf,1.0,inf,0.04288,0.3865,0.0,3860.0,0.9175,inf,1.0,inf,0.0476,0.4255,0.0,4284.0,backpack
1.135,inf,0.0,inf,0.4136,inf,0.0,37220.0,0.4844,inf,0.0,43620.0,0.406,inf,0.0,36540.0,0.738,inf,0.0,inf,0.26,inf,0.0,23420.0,0.2632,inf,0.0,23680.0,0.2245,inf,0.0,20200.0,0.4258,inf,0.0,38370.0,0.1498,inf,0.0,13470.0,0.12445,0.7593,0.0,11200.0,0.1263,0.724,0.0,11370.0,0.8936,inf,1.0,inf,0.03017,0.2129,0.0,2714.0,0.787,inf,1.0,inf,0.02757,0.2068,0.0,2480.0,mouse
2.352,inf,0.0,inf,1.302,inf,0.0,inf,1.712,inf,0.0,inf,1.121,inf,0.0,inf,1.186,inf,0.0,inf,0.7246,inf,0.0,65200.0,0.939,inf,0.0,inf,0.525,inf,0.0,47260.0,0.6475,inf,0.0,58270.0,0.32,inf,0.0,28780.0,0.4495,inf,0.0,40450.0,0.2268,inf,0.0,20400.0,0.666,inf,1.0,59940.0,0.06854,0.4353,0.0,6170.0,0.587,0.8457,1.0,52830.0,0.05734,0.361,0.0,5160.0,backpack
2.803,inf,0.0,inf,1.646,inf,0.0,inf,2.805,inf,0.0,inf,1.456,inf,0.0,inf,1.588,inf,0.0,inf,0.664,inf,0.0,59740.0,1.432,inf,0.0,inf,0.605,inf,0.0,54460.0,0.7266,inf,0.0,65400.0,0.2113,inf,0.0,19000.0,0.7104,inf,0.0,63970.0,0.2025,inf,0.0,18220.0,0.8193,inf,1.0,inf,0.04715,0.2908,0.0,4244.0,0.9053,inf,1.0,inf,0.05194,0.3044,0.0,4676.0,monitor
